question,answer,level
( 사서 ) 조기의 자는 ㅁㅁ이다.,빈경,super hard
"( 연의 ) 참군 윤직은 ""_____의 말이 맞다"" 고 공손연에게 말했다.",가범,very hard
"( 연의, 사서 공통 ) ㅁㅁ이란, 먹을 것은 없으나 버리긴 아깝다는 뜻으로, 한중에서 유비와 싸우던 조조가 이 말을 했다는 것을 안 양수가 뜻을 해석하고 철수준비를 하게 한 데에서 유래했다.",계륵,easy
"( 연의 ) 적로가 흉마이니 타지 말라고 유표에게 진언한, 유표의 책사의 이름은?",괴월,hard
"( 연의 ) 온명원에서 백관들이 모였을 때, 정원은 _____의 말에 공개적으로 반대해서 분위기가 험악해졌다.",동탁,medium
"( 연의 ) 적벽의 전투 후 주유와 조인이 남군에서 싸울 당시, 조인은 허리에 자루를 찬 병사들이 한꺼번에 성을 짓쳐나오게 했는데, 이를 보고 조인이 달아나려 한다고 생각하고는, 전군을 몰고 성을 빼앗으러 가면서 후군을 정보에게 맡긴 사람의 이름은?",주유,hard
"( 연의 ) 대흥산에서 유비가 황건적과 싸웠을 때, 정원지가 내보낸 부장 등무는 _____에게 죽었다.",장비,hard
"( 연의, 사서 공통 ) 모임을 기회로 손침을 제거하자는 정봉의 의견을 듣고, 이를 따른 사람의 이름은?",손휴,very hard
"( 연의 ) 팽양이 찾아와서 신분을 밝히지도 않고는 드러눕고 식사를 요구하자 음식을 대접했고, 법정을 통해 손님이 팽양이라는 사람이라고 소개받은 사람의 이름은?",방통,hard
"( 연의 ) 노숙이 주유의 계책에 따라 유비에게 가서, 동오의 군사들이 서천을 치기 위해 형주를 지나갈 때 약간의 물자와 군량을 달라고 말하자, 노숙이 잘 말해준 덕분이라고 말한 사람의 이름은?",유비,hard
( 연의 ) 조조는 헌제와 유비와 함께 ㅁ전으로 사냥을 나갔다.,허,very hard
"( 연의 ) 순욱이 죽고 얼마지 않아 유수에 이른 조조는, _____에게 선봉을 맡겨 강변을 살펴보게 했는데, 강을 따라 깃발이 많이 꽂혀 있으나 어디에 적이 모여있는지는 모르겠다는 보고를 받았다.",조홍,very hard
"( 연의, 사서 공통 ) 유비는 죽었을 때 한국식 나이로 ___세였다.",63,super hard
"( 연의, 사서 공통 ) 관구검과 문흠이 반란을 일으키자, 사마사는 정동장군 호준에게 ㅁ주의 병력을 이끌고 초와 송 지방을 향해 진군하여 적의 퇴로를 끊게 했다.",청,super hard
"( 연의, 사서 공통 ) 동탁이 집권하는 동안, 동민은 ㅁ장군을 지냈으며 호후에 봉해졌다.",좌,super hard
"( 연의 ) 하후돈은 _____에 대해 ""그는 두 개의 철극을 사용하는데 그 무게가 80근이 나간다"" 고 조조에게 설명했다.",전위,hard
"( 연의, 사서 공통 ) 곽가는 ""당신이 원소를 이길 ___번째 이유는, 원소는 명예를 얻는데 전념하지만, 당신은 지성으로 사람을 대하니, 이는 덕에서 이기고 있는 것"" 이라고 조조에게 말했다.",6,super hard
"( 연의, 사서 공통 ) 제갈량은 ___군과 음평군을 점령하여, 그 공으로 승상이 되었다.",무도,hard
"( 연의, 사서 공통 ) 고평릉에 다녀오기 위해 성을 나가있다가, 조방에게 올리는 사마의의 뜻이 담긴 글을 조방보다 먼저 받고는, 그 내용 때문에 크게 당황한 사람의 이름은?",조상,hard
"( 연의, 사서 공통 ) 위나라가 아직 한나라의 봉국이었을 때, 후작 작위가 신설 및 재정비되었는데, 그 중 관내후는 ___급에 해당되었다.",19,super hard
"( 연의 ) 양의는 ""구안은 _____의 수하이며, 이렇게 죽이면 앞으로 감히 운반을 맡으려는 자가 없을 것"" 이라고 제갈량에게 말했다.",이엄,very hard
"( 연의 ) 여공은 ""활을 잘 다루는 자들이 많이 포함된 ___명의 병력으로 포위를 뚫고 현산으로 가서, 100명은 산 위로 올라가서 돌을 준비하고 다른 100명은 활을 준비하여, 적의 추격병을 유인한 뒤 포를 쏘아 신호하여 성 안팎에서 공격하자"" 는 괴량의 계책을 따랐다.",500,super hard
"( 연의, 사서 공통 ) 방서는 _____의 아내를 숨겨주었다.",여포,very hard
"( 연의 ) 저수가 의견을 냈으나 _____에게 거부당하자 ""윗사람은 자만하여 마음이 앞서고 아랫사람은 공만 탐하니, 유유히 흐르는 황하여, 나는 돌아올 수 없겠구나"" 라고 말하고는, 병을 핑계로 직무를 수행하지 않았다.",원소,hard
"( 연의, 사서 공통 ) 반동탁 연합군이 와해된 이후, 손견에게 유표를 공격하도록 한 군웅의 이름은?",원술,hard
"( 연의 ) 유비가 동오로 와서 장가를 들었을 때 세배를 하는 자리에서, 손부인은 유비의 조상의 묘가 모두 탁군에 있으니 강변에 나가서 북쪽을 보고 ㅁㅁ를 올리려고 한다고 오국태에게 말하여 허락을 받았다.",요제,super hard
"( 연의, 사서 공통 ) 조조가 장로의 항복을 받아내고 한중을 얻자, 유비는 손권에게 강하, ㅁㅁ, 장사 세 군을 주었다.",계양,very hard
"( 연의, 사서 공통 ) 헌제가 이각과 곽사에게 쫓겨 황하를 건넌 직후, 한섬은 ㅁㅁ장군에 임명되었다.",정동,super hard
( 사서 ) 연왕을 자칭한 공손연의 출신주는 ㅁㅁ이다.,유주,very hard
( 사서 ) 정태의 출신주는 ㅁㅁ이다.,사례,super hard
"( 사서 ) 호준과 환가와 한종이 진군해 왔을 때, 동흥 제방 인근의 두 성은 _____하고 유략이 지키고 있었다.",전단,super hard
"( 연의, 사서 공통 ) 상서 환이는 _____의 폐위를 반대하다가 죽었다.",손량,super hard
"( 연의 ) 사신 등지의 활약으로 촉과 오가 화친하자 위나라가 오나라 정벌을 시도했는데, 이때 ""위나라 군대에게 기습을 해야 하니, 나에게 병력을 달라"" 는 손소의 의견을 받아들이지 않아 손소와 마찰이 생긴 장수의 이름은?",서성,hard
"( 연의, 사서 공통 ) 강유의 아버지의 이름은?",강경,very hard
"( 연의 ) 조조가 추씨를 데려가자, 장수는 분노하여 _____하고 가후와 함께 조조를 공격할 계획을 세웠다.",호거아,hard
"( 연의 ) 관우는 형주가 여몽에게 함락되었다는 소식을 듣고는 공안으로 향하고 있었는데, 이때 ""부사인이 _____까지 설득하여 손권에게 항복했다"" 는 소식을 들었다.",미방,hard
"( 연의 ) ""우리는 모두 형주의 군사들인데, 여몽의 계략에 넘어가 우리 주인을 죽게 하고 말았으며, 이제 유비가 공격해오니 미방과 부사인을 죽여서 유비에게 항복하자"" 고 말하는 군사들의 이야기를 엿들은 사람의 이름은?",미방,very hard
"( 연의 ) 장로가 자신의 딸을 시집보내려다가 간언을 듣고 그만둔 일로 마초의 미움을 사서, 자신의 형과 의논하여 마초를 없애버리려고 한 사람의 이름은?",양백,very hard
"( 연의, 사서 공통 ) 유비가 죽은 이후, 촉한과 동오의 우호를 다지기 위해 장온이 손권의 사신으로 오자, 장온의 질문에 하나하나 답하며 자신의 박식함을 보여 장온을 감탄하게 만든 사람의 이름은?",진밀,very hard
"( 연의 ) 한중의 싸움을 도우러 온 조창을 만난 조조는 ""ㅁ색 수염의 아이가 왔으니 반드시 유비에게 이기리라"" 고 말했다.",황,hard
( 연의 ) 도겸은 ㅁㅁㅁㅁ일 때 반동탁 연합군에 참가했다.,서주자사,very hard
( 연의 ) 한경이 쏜 화살 세 발을 모두 쳐낸 사람의 이름은?,조운,very hard
"( 연의 ) 육손은 어복포까지 촉한군을 추격했지만, ㅁ진에서 헤매다가 간신히 빠져나온 뒤 추격을 멈추고 회군했다.",석,very hard
"( 연의 ) 조조의 진맥을 해 보고는, ""지금 두통이 있는 것은 풍 때문이며, 마폐탕을 마시고 잠든 사이 도끼로 머리를 갈라 그 속의 원인을 제거해야 한다"" 고 말한 사람의 이름은?",화타,hard
"( 사서 ) 헌제를 보호하게 된 조조가 천도한 도시는, 후에 조비가 선양을 받고 황제가 되고 나서 ""허ㅁ"" 이라고 개명했다.",창,hard
"( 연의, 사서 공통 ) 정욱의 출신지는 연주 ___군이다.",동,super hard
"( 연의, 사서 공통 ) 종회와 등애가 촉한 정벌을 시작했을 때, 농서태수였던 사람의 이름은?",견홍,super hard
"( 연의, 사서 공통 ) ㅁ나라의 청룡 3년은 오나라의 가화 4년이었다.",위,very hard
"( 연의 ) 진궁은 동탁 암살에 실패하고 도망치는 조조와 함께 행동하였으나, 조조가 _____ 및 그의 일가족을 죽이는 것을 보고는 회의감이 들었다.",여백사,medium
"( 연의 ) ㅁㅁ 7년 4월에 장안에 도착한 사마의는, 장합을 선봉으로 삼고 대릉을 부장으로 삼았으며, 10만의 병력을 이끌고 기산으로 이동하여 위수 남쪽에 영채를 세웠다.",건흥,super hard
"( 연의 ) 사신의 임무를 마치고 돌아온 비의는 기산으로 와서는, _____에게서 30만의 병력을 일으켜 세 방면으로 나아가겠다는 답을 들었다고 제갈량에게 말해주었다.",손권,hard
"( 연의, 사서 공통 ) 우길이 신선에게서 태평청령서를 얻은 시기는 후한의 ㅁ제 때였다고 한다.",순,very hard
"( 연의, 사서 공통 ) 촉한이 멸망할 때 황태자였던 유선의 할아버지의 이름은?",유비,very hard
"( 연의, 사서 공통 ) 낭중 장균은 ㅁㅁㅁ의 난이 일어난 원인이 십상시라고 영제에게 진언했다.",황건적,hard
"( 연의, 사서 공통 ) 황승언의 외손자의 이름은?",제갈첨,hard
"( 연의 ) 양릉이 가지고 온 편지를 읽은 하후무는 ""도부수 백여 명을 매복시켜두고, 두 장수가 최태수의 뒤를 따라 들어와 말에서 내리면 문을 닫고 죽인 뒤, ㅁ을 신호로 하여 제갈량을 속여 남안성 안으로 들어오게 한 다음 그를 사로잡으면 된다"" 고 말했다.",불,very hard
"( 연의 ) 조홍은 한중군 ___현에 도착한 조조에게 장합의 일을 상세히 말해주었으나, 조조는 ""그 일은 장합의 잘못이 아니며 승패는 병가지상사"" 라고 말했다.",남정,very hard
"( 연의 ) 조조가 소패에서 유비와 장비의 야습을 매복으로 격파하고 서주로 진군하자, 서주를 지키던 _____하고 간옹은 성을 버리고 달아날 수 밖에 없었다.",미축,hard
"( 연의, 사서 공통 ) 주태는 선성에서 손권을 구하다가 열 두 곳의 상처를 입었는데, 화타의 치료로 ___달만에 다 나았다.",1,super hard
"( 연의, 사서 공통 ) 동소는 장안을 떠나 낙양으로 이동하던 헌제를 만나 ㅁㅁ에 임명되었다.",의랑,super hard
"( 연의 ) 강서와 윤봉과 조앙은 양부의 계획에 따라 마초와 싸우기로 하고 군사를 일으켰는데, 그 중 양부와 함께 역성에 주둔한 사람의 이름은?",강서,very hard
"( 연의 ) 유선은 황제가 된 그해에 다섯 개의 방면으로 촉한을 침공하려는 시도가 있다는 보고를 받았는데, 그중 하나는 맹달이 ___현의 병력 10만 명을 일으켜 한중으로 쳐들어오려 한다는 것이었다.",상용,hard
"( 연의, 사서 공통 ) 유비를 섬겼던 허정의 자는 ㅁㅁ이다.",문휴,very hard
"( 연의, 사서 공통 ) 황제 유선의 신하인 승상 제갈량이 군을 이끌고 위나라를 정벌하려 시도했을 때, 장익은 전군도독이었으며 ㅁㅁㅁㅁ를 겸했다.",부풍태수,super hard
"( 연의 ) 장포의 사망 소식을 듣고 쓰러진 제갈량은 열흘 쯤 후에 명령을 내려 전 군의 영채를 거두어 돌아갔는데, 대군은 한중에 주둔하게 하고 자신은 치료를 위해 ___현으로 갔다.",성도,very hard
"( 연의 ) 극정은 ""농서의 답중으로 가면 네 가지 이로운 점이 있다"" 고 강유에게 말했는데, 그 중 ___번째 이점은 ""위나라 사람들이 함부로 한중을 넘보지 못하게 한다는 점"" 이었다.",3,super hard
"( 연의 ) 너의 글재주는 대필의 의혹이 있으니, 네 재주를 시험해보겠다 는 _____의 말을 들은 조식은, 그 시험에 응했다.",조비,hard
"( 연의 ) _____의 모습을 본 하후무가 직접 그와 싸우러 나가려고 했지만, 하후무의 부하가 먼저 나가 그와 겨루기 시작했다.",조운,hard
"( 연의, 사서 공통 ) 만총의 자는 ㅁㅁ이다.",백녕,very hard
"( 연의 ) 왕필은, 천하가 어느 정도 안정되었고 ㅁㅁ의 위세가 천하를 진동하니 이번 원소절에는 등불을 대대적으로 내걸어야 한다는 김의의 말을 듣고는 옳게 여겨, 성내의 백성들에게 한 집도 빠짐 없이 천으로 장식한 등불을 내걸도록 했다.",위왕,hard
( 연의 ) 요화의 ㅁ이 나무에 박히는 바람에 사마의는 달아날 수 있었다.,칼,super hard
( 연의 ) 곽도를 죽인 장수의 이름은?,악진,hard
"( 연의 ) 서로 의견 충돌이 벌어지자, _____의 영채는 결국 산 위에 세워졌고, 왕평은 군사 5000명을 이끌고 산에서 10리 떨어진 곳에 영채를 세웠다.",마속,hard
"( 연의, 사서 공통 ) 영제가 살아있을 때, 황자 변 대신 황자 협을 황제로 옹립하기 위해 하진을 제거하려고 시도했으나 실패하고 죽은 환관의 이름은?",건석,medium
"( 연의, 사서 공통 ) 수명이 얼마 남지 않았다는 말을 관로에게 들은 젊은이는, 관로의 말대로 마실 것 한 병과 말린 사슴고기를 가지고 남산의 큰 ㅁ나무 아래로 가서, 바위에서 바둑을 두고 있는 두 남자가 정신이 팔린 사이 가져간 음식을 바쳐 다 먹게 하고는, 두 남자에게 목숨을 빌었다.",소,super hard
"( 연의 ) 위연이 _____의 소개로 유비를 만난 자리에서, 제갈량은 위연을 받아주지 말고 죽여야 한다고 말했으나, 유비가 앞으로 자신에게 항복하는 사람들이 불안해할 것이라며 거절하여 위연은 유비의 부하가 되었다.",관우,very hard
"( 연의 ) 한중의 전투에서 왕평이 귀순한 뒤, 조조가 대군을 통솔하여 다가오자, 대군을 막아내기 어렵다고 여겨 한수의 서쪽으로 물러난 장수의 이름은?",조운,very hard
"( 연의, 사서 공통 ) 등애가 ""유선을 부풍왕으로 임명하자"" 는 글을 보내자, 사마소는 ㅁㅁ 위관을 등애에게 보내어 ""이 일은 조정에 보고한 뒤 실행해야 하니 지금 당장은 하지 못한다"" 는 뜻을 전했다.",감군,super hard
"( 연의 ) 제갈량의 조롱하는 편지를 받아보고 그날 밤에 죽은, 위나라의 신하의 이름은?",조진,hard
"( 연의 ) 화타가 자신의 팔을 절개하여 뼈를 깎아 독을 제거하는 치료를 하는 동안에도, 관우는 아픈 기색 없이 태연하게 ㅁㅁ을 두었다.",바둑,very hard
( 연의 ) 숨어있던 조무는 쌍ㅁ가지고 화웅을 공격했지만 패하고 죽었다.,도,very hard
"( 연의 ) 소호구에 이르러 적진을 바라보고 돌아와서는, ""오나라 군대는 우리가 먼 길을 와서 지쳐있을 것이라 생각하고 방비를 허술히 할테니, 야습을 하자"" 고 조예에게 말한 사람의 이름은?",만총,very hard
"( 연의 ) 한중의 전투 중에, 오계산의 싸움이 끝나고 조조가 양평관으로 달아나자, 황충과 조운에게 양평관 주변의 산을 불태우라고 지시한 사람의 이름은?",제갈량,hard
( 연의 ) 유선은 조운을 성도의 ㅁㅁ산 동쪽에 장사지내주고 철마다 제사를 올리게 했다.,금병,super hard
"( 연의 ) ""여포는 의리가 없는 인간이니 죽여버리자"" 는 의견을 들었으나, ""궁지에 몰려서 찾아온 여포를 죽인다면 이 또한 의롭지 못한 일"" 이라며 반대한 사람의 이름은?",유비,medium
"( 연의, 사서 공통 ) 유변의 이복동생의 이름은?",유협,very hard
"( 연의, 사서 공통 ) 조예는 경초 3년 ___월에 사망했다.",1,super hard
"( 연의, 사서 공통 ) 제갈탄이 오나라에 보낸 볼모의 이름은?",제갈정,very hard
"( 연의, 사서 공통 ) 자신은 항상 조조와 반대로 행동하여 일을 이루었으니 사소한 이유로 신의를 잃어서는 안된다고 방통에게 말한 사람의 이름은?",유비,hard
"( 연의 ) 조예가 ___명의 병력을 이끌고 안읍으로 오자, 사마의는 자신이 지휘하는 병력들의 위엄을 보여주기 위해 수만의 병력을 이끌고 맞이하러 갔다가 관직을 삭탈당하고 고향으로 돌아가게 되었다.",100000,super hard
"( 연의 ) 작은 성 안에서 두 ㅁㅁ하고 함께 성을 지키던 문흠은, 제갈탄을 찾아가서 ""군량이 떨어져 병사들이 굶주리고 있으니, 북방 출신의 병사들을 성에서 내보내어 입을 줄이자"" 고 제안했다.",아들,very hard
"( 연의, 사서 공통 ) 호준이 동흥 제방을 공격해오자, 제갈각은 정봉, _____, 당자, 유찬을 먼저 동흥으로 보냈다.",여거,very hard
"( 연의 ) 유봉과 맹달에게 정군산을 빼앗겼다는 소식을 두습이 알려주자, 크게 놀라 두습과 함게 패잔병들을 이끌고 한수 물가로 가서 영채를 세우고, 사람을 조조에게 보내 상황을 보고하게 한 사람의 이름은?",장합,very hard
"( 연의 ) 가정에서의 패배로 인해 위나라 정벌에 실패하고 돌아온 제갈량은, _____의 수급을 촉한의 장병들이 보게 하여 본보기로 삼았다.",마속,hard
"( 연의, 사서 공통 ) 조비의 부인이었으나, 조비의 총애를 잃고 죽은 사람의 성은 ___씨이다.",견,hard
"( 연의, 사서 공통 ) 사마소는 ""멸망한 촉의 사람들은 _____에게 도움을 주지 못할 것이고 기존의 병사들도 귀환할 생각을 하여 그를 따르지 않을 것이므로, 걱정할 필요가 없으며 이를 누설하지 말라"" 고 소제에게 대답했다.",종회,very hard
"( 연의, 사서 공통 ) 등애는 ""유선을 후하게 대우하여 손휴의 마음에 영향을 주어 귀순을 유도해야 하니, 유선은 당장 수도로 부르지 말고 내년에 불러야 하며, 유선을 ㅁㅁ왕으로 임명하자"" 는 내용이 담긴 글을 사마소에게 보냈다.",부풍,super hard
"( 연의, 사서 공통 ) 손권은 잔치에서 _____의 옷을 벗게 하고, 몸에 있는 상처가 어떻게 생기게 되었는지 일일이 물어보았다.",주태,hard
"( 연의, 사서 공통 ) 동탁의 사위로, 동탁이 죽은 후 이숙의 군을 물리쳤으나, 여포군과 맞서게 되자 탈영하여 달아나다가 같이 달아나던 부하에게 죽은 사람의 이름은?",우보,hard
"( 연의 ) 위연은 마속을 추격하던 장합과 싸웠는데, 장합이 달아나자 가정을 탈환하고 장합을 50여 리 추격했으나, 매복해 있던 _____하고 사마소의 공격을 받아 큰 손실을 입었다.",사마의,very hard
"( 연의 ) 종회가 촉한 정벌에 나섰을 때 남정관을 지키고 있었으며, 공을 세우기 위해 진군해온 허의를 패퇴시키고, 이후 직접 온 종회까지 위기로 몰아넣었지만, 순개의 활에 맞아 전사한 사람의 이름은?",노손,super hard
"( 연의 ) 유비가 동오로 와서 장가를 들었다가 손부인과 함께 성을 빠져나와 형주로 돌아가고 있을 때, 서성과 정봉은 가장 먼저 유비를 막아섰으나 손부인이 나서서 꾸짖자 길을 열어주었는데, 잠시 후 진무, 반장, _____, 서성이 다시 유비를 추격해오자 손부인이 또 나서서 꾸짖었다.",정봉,very hard
"( 연의 ) 왕쌍이 이끄는 위나라 군대가 도착하자 사웅과 공기가 촉나라 군대를 이끌고 맞섰는데, 이 싸움에서 장수를 잃고 패배한 쪽은 ㅁ나라 군대였다.",촉,hard
"( 연의, 사서 공통 ) 화타의 출신지는 예주 ___국이다.",패,super hard
( 연의 ) 갈옹은 _____의 휘하에서 선봉을 맡았다.,관구검,super hard
"( 연의 ) 화공에 당해서 장료와 함께 적벽을 빠져나온 조조는 모개와 문빙과 합류했는데, 이 때 장료가 ""ㅁㅁ 쪽만 빠져나갈 만 하다"" 고 말했다.",오림,very hard
"( 연의 ) 태사자가 합비성 안에 들어갔다가 화살을 맞고 위기에 빠졌는데, 이 때 악진과 함께 짓쳐나와 태사자를 따라온 손권군을 태반이나 꺾어놓은 장수의 이름은?",이전,hard
"( 연의, 사서 공통 ) 유선이 등애에게 항복했다는 사실을 알게 되자, 강유의 휘하에 있던 부하들은 ㅁ로 돌을 내리쳤다.",칼,very hard
"( 연의, 사서 공통 ) 보국대장군을 지냈고, 제갈량이 승상일 때 승상영사도 지냈으며, 촉한이 멸망할 때 강유, 요화, 장익과 함께 저항한 사람의 이름은?",동궐,very hard
"( 연의 ) 유비에게 죽을까봐 두려웠던 맹달은, _____하고 신의와 상의하여 조비에게 귀순했다.",신탐,hard
"( 연의 ) ""너를 여포에게 보내려고 한다"" 는 _____의 말을 들은 초선은, 칼로 자신의 목을 찌르려고 하면서 반대하여, 결과적으로 이유의 조언을 무산시켰다.",동탁,medium
"( 연의 ) 오장원에 촉한군이 없는 것을 확인한 사마의는 ""내가 먼저 앞서갈테니, 너희들은 군사들을 재촉해서 따라와라"" 라고 ___명의 아들에게 말하고 추격에 나섰다.",2,hard
"( 연의 ) 최의는 두 개의 ㅁ가 자신의 집 뒤에 떨어지는 꿈을 꾸고는, 놀라서 깨어나 집을 나와 사방을 살피다가, 황지와 진류왕을 발견하여 집에 모시고 와서 대접했다.",해,super hard
"( 연의 ) 기산으로 출병했다가 등애가 대비하고 있음을 알게 된 강유가 남안으로 이동할 때, 강유의 명령에 따라 허장성세를 벌였으나, 등애에게 간파당하고 진태의 공격으로 인해 전사한 장수의 이름은?",포소,super hard
"( 연의 ) 제갈첨이 제갈상과 장준에게 성을 지키게 하고는 병력을 이끌고 성을 나서자, 위나라 군대를 후퇴시키며 제갈첨을 유인한 사람의 이름은?",등애,very hard
"( 연의 ) 사마의는 북원의 병력이 패했다는 소식을 듣고 병력을 이끌고 구원하러 가려 했는데, 가던 길에 장익과 _____의 공격을 받았다.",요화,very hard
"( 연의, 사서 공통 ) 사신 등지의 활약으로 촉과 오가 화친하자, 위나라는 ㅁ나라 정벌에 나섰다.",오,medium
"( 연의 ) ㅁㅁㅁㅁ 양수는 조조가 ""계륵"" 이라고 말했다는 것을 알게 되자, 곧 철수할 것이라고 생각하고 준비를 했다.",행군주부,super hard
"( 연의, 사서 공통 ) 왕광은 ㅁㅁㅁㅁ일 때 반동탁 연합군에 참가했다.",하내태수,super hard
"( 연의 ) 조조는 하후연의 사망 소식을 듣고 목놓아 울었으며, 그제서야 예전에 관로가 말해주었던 ""삼팔종횡 황저우호 ㅁㅁㅁㅁ 상절일고"" 라는 점괘의 뜻을 알게 되었다.",정군지남,super hard
"( 연의, 사서 공통 ) 강족과 연계하여 농서를 끊어서 소유할 수 있다고 말한, 촉한의 신하의 이름은?",강유,hard
"( 연의, 사서 공통 ) 감녕은 익주를 떠나 어떤 군웅을 따르다가 황조의 부하가 되었는데, 이 군웅의 이름은?",유표,hard
"( 연의, 사서 공통 ) 황제가 되자, 허도에서 낙양으로 천도한 사람의 이름은?",조비,hard
"( 연의, 사서 공통 ) 이각과 곽사에게 쫓기다가, 황하를 건넌 뒤 소 달구지를 타고 이동한 사람의 이름은?",유협,very hard
"( 연의 ) 제갈량이 마속과 함께 위나라 정벌에 나섰을 때, 안한장군이자 건녕태수인 이회는 ㅁㅁㅁㅁㅁ가 되었다.",후군영병사,super hard
"( 연의 ) 제갈량이 마속과 함께 기산으로 진출하여 위나라를 공격했을 때, 곽회는 ㅁㅁ후였다.",사정,super hard
"( 연의 ) 강유와 장익과 요화가 검각으로 가자, 그곳에는 _____하고 2만의 병력이 있었다.",동궐,super hard
"( 연의 ) 사마의는 ""제갈량은 농서의 곡식을 수확하여 군량에 충당하려 할 것이니, 그대가 기산을 지키고 있으면, 곽회와 내가 ___군의 여러 고을을 순찰하며 이를 막겠다"" 고 장합에게 말했다.",천수,super hard
( 연의 ) 제갈량은 자원한 강유에게 ___명의 병력을 주어 무도를 점령하게 했다.,10000,super hard
( 연의 ) 조수 물가에서 벌어진 전투의 공을 인정하여 강유를 대장군으로 임명한 사람의 이름은?,유선,hard
"( 연의 ) 서주를 다스려달라는 _____의 청을 듣자, 여포는 그 청을 받아들이려다가 주위 사람들의 얼굴 표정을 보고 그만두었다.",유비,medium
( 연의 ) 황충은 하후상과 한호에게 일부러 여러번 패하여 영채를 여러 개 내주고 ㅁㅁ관 안으로 들어갔다.,가맹,hard
( 연의 ) 동탁은 궁궐 ㅁ쪽의 작은 문으로 들어갔다가 암살당했다.,북,super hard
"( 연의, 사서 공통 ) 조조는 변장과 한수의 난이 발발했을 때 승진하여, 영제가 붕어했을 때는 ㅁㅁ교위로 임명되어 있었다.",전군,very hard
"( 연의 ) 24명의 머리를 풀어헤친 사람들과 검은 북두칠성기를 대동한 제갈량은 추격을 당했지만 따라잡히지 않았는데, 사마의가 직접 와서 ""제갈량은 팔문둔갑술에 능해서 ㅁㅁㅁㅁ의 귀신을 부릴 수 있으며, 이는 육갑천서에 나오는 축지법이니 더 추격하면 안 된다"" 는 명령을 내렸다.",육정육갑,super hard
"( 연의 ) 장합과 대릉의 추격군과 왕평과 장익의 복병이 전투를 벌이고 사마의까지 가세하여 싸우는 모습을 산 위에서 살펴보니, 위나라 군대가 촉한의 군대를 점점 압도해 갔는데, 그러자 강유는 ""비단으로 만든 ㅁㅁㅁ를 열어 계책을 보자"" 고 요화에게 말했다.",주머니,very hard
"( 연의, 사서 공통 ) 종회는 적장인 _____의 사망 직후 그가 지키던 거점을 빼앗고는, 순개에게 상을 내리고 허의를 처형했다.",노손,super hard
"( 연의 ) 제갈량은 ""위나라의 영채로 가서 싸움을 걸되 일부러 패한 척 하여 사마의를 유인하고, 낮에는 칠성기를 향해 달아나고 밤에는 ___개의 등불을 향해 달아나면 되며, 사마의를 호로곡 안으로 끌어들이면 그를 잡을 계책은 준비되어 있다"" 고 위연에게 말했다.",7,very hard
"( 연의, 사서 공통 ) 마초의 자는 ㅁㅁ이다.",맹기,very hard
"( 연의 ) 이엄이 제갈량의 회군 이유를 모르겠다고 하자, 유선은 상서 비의를 ___군으로 보내어 제갈량에게 회군한 이유를 물어보게 했다.",한중,very hard
"( 연의 ) 유비군에 의해 낙성이 함락되자, 유장은 비관과 이엄을 면죽관으로 보내어 지키게 하는 한편, 익주태수 _____의 의견에 따라 장로에게 도움을 요청했다.",동화,very hard
"( 연의 ) 조홍과 서황이 동관을 빼앗기고 돌아오자, 조조는 군을 이끌고 동관으로 가다가 서량군을 만났는데, 그 때 흰색 갑옷에 은으로 만든 투구에 긴 창을 들고있는 _____를 보게 되었다.",마초,hard
"( 연의 ) 동탁이 낙양을 떠나고 조잠이 항복하자, 사수관에 가장 먼저 입성한 군웅의 이름은?",손견,very hard
"( 연의, 사서 공통 ) 위연은 ""나에게 병력을 주면 자오를 통해 장안을 기습하여 하후무가 달아나게 하고, 이때 당신이 야곡을 통해 진군하면 일거에 ㅁㅁ 서쪽을 평정할 수 있다"" 고 제갈량에게 말했으나 계책은 받아들여지지 않았다.",함양,super hard
"( 사서 ) 조조의 딸로, 조절, 조헌과 함께 헌제에게 시집간 사람의 이름은?",조화,very hard
"( 연의 ) 촉한에 거짓으로 귀순하기 위하여 진명과 겨루어 한 합에 죽이기까지 했으나, 제갈량에게 간파당해서 사마의를 함정에 빠뜨리는 편지를 쓴 사람의 이름은?",정문,hard
"( 연의 ) ""제갈량이 기산으로 오느냐 혹은 오지 않느냐"" 를 두고, 조진과 내기를 한 사람의 이름은?",사마의,hard
( 연의 ) 호거아는 ___근을 짊어지고 하루에 700리를 갈 수 있는 힘이 있었다.,500,very hard
"( 연의 ) 유비와 조조와 함께 나간 사냥에서 조조에게 무시당하고 돌아온 헌제는, 복황후와 복완과 논의하여 _____에게 ""조조를 제거하라"" 는 밀칙을 내렸다.",동승,medium
"( 연의 ) 동작대의 준공을 경축하는 자리에서 활쏘기 시합이 벌어진 뒤, 문관들이 자신을 칭송하는 시와 문장을 본 조조는 스스로도 시를 지으려고 했으나, 영토를 얻어 기반을 마련한 _____의 소식을 듣고는 붓을 떨어뜨렸다.",유비,very hard
"( 연의 ) 등애는 당균을 촉한으로 보내어, 황호에게 뇌물을 주고 ""강유가 유선을 원망하여 ㅁ나라로 귀순할 것"" 이라는 유언비어를 퍼뜨리게 했다.",위,very hard
"( 연의 ) 하후무가 장안에서 병력을 모으고 있는데, 서량의 대장 한덕이 서강에서 불러모은 8만의 병력을 이끌고 ___명의 아들과 함께 찾아왔다.",4,hard
