question,answer,level
"( 연의 ) 위연은 마속을 추격하던 병력과 싸웠는데, 적군이 달아나자 가정을 탈환하고 _____의 뒤를 50여 리 쫓아갔으나, 매복해 있던 사마의와 사마소의 공격을 받아 큰 손실을 입었다.",장합,very hard
"( 연의, 사서 공통 ) 조예는 사마의와 _____에게 탁고하고 죽었다.",조상,hard
"( 연의 ) 황보숭이 ""여기서 패해 달아난 장량과 장보는 장각에게 가서 의지하려 할테니, 그쪽으로 가서 싸움을 돕는 것이 좋겠다"" 고 하자, 그 말을 들은 유비는 ___현을 향해 이동했다.",광종,very hard
"( 연의, 사서 공통 ) 사마사가 죽은 뒤, 유선은 종제에 주둔하던 강유를 ㅁ장군으로 임명했다.",대,super hard
"( 연의, 사서 공통 ) 원유의 출신지는 여남군 ___현이다.",여양,super hard
"( 연의, 사서 공통 ) 노성에 주둔하던 제갈량은 ""위나라와 오나라가 화친하려는 움직임이 있으며, 오나라는 촉한을 공격하라는 위나라의 권유를 받았으나 아직 움직임은 없다"" 는 _____의 글을 받고 크게 놀라 회군을 결정했다.",이엄,hard
"( 연의 ) 유비가 한중으로 쳐들어온다는 소식을 들은 조조는, 친히 한중으로 가서 적을 쳐야 한다는 유엽의 진언을 받아들여 군사 ___명을 일으켜 한중으로 갔다.",400000,very hard
"( 연의 ) 동작대의 준공을 경축하는 자리에서 활쏘기 시합이 벌어진 뒤, 조조는 문관들에게도 아름다운 문장을 지어보라고 했는데, 이 때 왕랑, 종요, 왕찬, _____ 등 한 떼의 문관들이 그 말에 따라 각기 시와 문장을 지어 바쳤다.",진림,super hard
"( 연의 ) 제갈량은 남만의 반란을 진압하기 위해 장완을 참군으로, 비의를 ㅁㅁ로, 동궐과 번건을 연사로, 조운과 위연을 대장으로, 왕평과 장익을 부장으로 삼고 서천의 장수 수십 명과 함께 50만의 병력으로 출병했다.",장사,super hard
( 사서 ) 채옹의 출신지는 진류군 ___현이다.,어,super hard
"( 연의, 사서 공통 ) 강하팔준의 한 사람이자 한실의 인척으로, 오랫동안 형주를 지배하였으며, 조조에게 항전하던 유비를 신야에 머물게 해준 군웅의 이름은?",유표,medium
"( 연의 ) 사마의가 이미 농상에 와 있다는 것을 안 제갈량은, 자기의 것을 제외한 ㅁㅁㅁ를 세 개 가져오게 했다.",사륜거,very hard
"( 연의, 사서 공통 ) 두습의 출신지는 영천군 ___현이다.",정릉,super hard
( 연의 ) 남돈을 노리던 관구검은 손준이 ___현을 치러 온다는 소식을 듣고 항성으로 돌아갔다.,수춘,super hard
"( 연의, 사서 공통 ) 관로가 ""ㅁ이라는 책을 잘 아는 사람은 그것을 말하지 않는다"" 고 말하자, 웃으며 ""장황하지 않게 요점만 말했다"" 고 말하여 관로를 칭찬한 사람의 이름은?",역,super hard
"( 연의, 사서 공통 ) 사마씨가 위나라의 진왕이었을 때, 양무현에서 키가 2장이 넘고 머리카락이 ㅁ색인 큰 사람이 나타나 천하의 태평함에 대해 말하는 일이 일어났다.",백,super hard
"( 연의, 사서 공통 ) _____의 뜻에 따라 조양전이 지어졌다.",조예,super hard
"( 연의, 사서 공통 ) 오질의 출신지는 연주 ___군이다.",제음,super hard
"( 연의, 사서 공통 ) 주령의 자는 ㅁㅁ이다.",문박,very hard
( 연의 ) 최우를 사로잡은 장수의 이름은?,장포,very hard
( 사서 ) 배수는 사례 ___군 사람이다.,하동,super hard
"( 연의 ) 등애는 ""적에게 회유하는 글을 보내보자"" 는 감군 _____의 의견에 따라 제갈첨에게 글을 보냈다.",구본,very hard
"( 연의, 사서 공통 ) 건안 26년 4월에 황제가 된 사람의 이름은?",유비,very hard
"( 연의, 사서 공통 ) 한복은 원소를 떠나 ㅁㅁㅁㅁ에게 찾아가서 의지했다.",진류태수,hard
"( 연의 ) 동탁이 죽자, 그 목을 잘라서 손에 든 사람의 이름은?",이숙,very hard
"( 연의, 사서 공통 ) 군대를 보내어 표기장군 동중을 포위한 사람의 이름은?",하진,very hard
"( 연의, 사서 공통 ) 제갈량은 위나라의 ㅁㅁ 5년, 즉 촉한의 건흥 9년에 위나라를 치려고 출병했다.",태화,super hard
"( 연의, 사서 공통 ) 유비는 유장의 항복을 받고 촉을 평정했을 때, 마초에게 ㅁㅁ후라는 작위를 갖도록 했다.",도정,super hard
( 연의 ) 옹개의 반란을 진압한 제갈량은 고정을 ㅁㅁ태수로 삼아 세 개의 군을 다스리게 했다.,익주,very hard
"( 연의, 사서 공통 ) 위나라의 마지막 황제의 이름은?",조환,hard
"( 연의, 사서 공통 ) 유웅의 장남의 이름은?",유홍,very hard
"( 연의, 사서 공통 ) 가규의 아들이자 사마소의 심복으로, 제갈탄과 만나서 선양에 대해 언급했다가 꾸짖음을 듣고, 성제를 압박하여 조모를 시해하게 만들었으며, 사마소의 후계자로는 사마염을 지지한 사람의 이름은?",가충,hard
"( 연의, 사서 공통 ) 손견이 죽은 후, 손책은 어머니를 ___현으로 모셨고 이후 원술의 휘하로 들어갔다.",곡아,super hard
"( 연의, 사서 공통 ) 손견은 유표의 부하인 _____하고 그의 병사들을 공격하려다가 죽었다.",여공,hard
"( 연의 ) _____의 호통과 복병으로 부하를 많이 잃은 위연은 위나라로 망명할 생각을 했는데, 마대의 설득으로 생각을 바꾸어 한중으로 쳐들어갔다.",왕평,hard
"( 연의 ) 황제 유비의 선봉장 오반은 진군하는 곳마다 항복하여 무혈입성하며 ___군까지 갔는데, 그곳에서 손환의 병력과 마주쳤다.",의도,very hard
"( 연의, 사서 공통 ) 황제 유선의 신하인 승상 제갈량이 군을 이끌고 위나라를 정벌하려 시도했을 때, 장익은 전군도독이었으며 부풍ㅁㅁ를 겸했다.",태수,very hard
"( 연의 ) 제갈량을 찾아와 유비를 섬기기를 권하였으나, 거절당하고 어머니가 계신 허도로 간 사람의 이름은?",서서,hard
"( 연의 ) 진궁은 ""빙례를 치르고 나서 혼례를 치르기까지 기간이 각기 다른데, 서민은 ___개월"" 이라고 여포에게 말했다.",1,super hard
"( 연의, 사서 공통 ) 진궁의 자는 ㅁㅁ이다.",공대,very hard
"( 연의 ) 장합은 장비의 계략에 당해서 영채 세 개를 빼앗기고는, ㅁㅁ관으로 달아나 조홍에게 구원을 요청했지만 거절당했다.",와구,hard
"( 연의 ) 소패성을 함락시키고는, 미축에게 유비의 가솔들을 이끌고 서주로 가서 편히 지내도록 한 사람의 이름은?",여포,hard
"( 연의 ) 적벽의 전투에서, 항복을 가장한 황개의 배가 다가오자 정욱은 뱃전이 깊이 잠기지 않았음을 지적했는데, 이 때 나서서 다가오는 배들을 향해 멈추라고 외친, 조조의 부하의 이름은?",문빙,very hard
"( 연의 ) 애써 조운에게 달려들었으나, 조운이 쏜 화살이 투구에 맞아 계곡 속으로 넘어진 사람의 이름은?",만정,very hard
"( 연의, 사서 공통 ) 위관은 성도에서 등애를 체포했을 때, 그의 ㅁㅁ도 체포했다.",아들,very hard
"( 연의 ) 송과가 군중에 불을 질러 신호를 보내면, 양봉이 병력을 이끌고 밖에서 공격하여 이각을 죽이려고 했지만, 일이 누설되어 양봉은 ___경까지 이각과 싸웠으나 이기지 못했다.",4,super hard
"( 연의 ) 번성의 전투에서, 방덕은 적병 여럿을 죽이고 배를 빠앗았는데, 이 배를 들이받아 전복시킨 장수의 이름은?",주창,hard
"( 연의 ) 사마의가 이미 농상에 와 있다는 것을 안 제갈량은, 자신의 것을 제외한 사륜거를 ___대 가져오게 했다.",3,very hard
"( 연의, 사서 공통 ) 조숭은 화현과 ㅁ현 사이에서 장개에게 죽었다.",비,super hard
"( 연의 ) 박릉의 최주평, 영천의 석광원, 여남의 맹공위, 그리고 서원직과 가까이 지냈다고 전해지는 사람의 이름은?",제갈량,medium
"( 연의 ) 조진이 죽은 후, 말을 타고 나온 사마의는 ""우리 주상께서는 ㅁ가 순에게 선위한 것을 본받았으며, 황제 두 분이 이어오며 중원을 다스리는 동안 촉과 오를 용납하셨던 것은 백성들이 다칠까 염려해서였다"" 고 수레 위에 앉아있는 제갈량에게 말했다.",요,very hard
"( 연의 ) 하후패가 ""ㅁ주의 군사들이 대부분 국산에 있어 본거지의 방비가 취약할테니, 그곳의 뒤를 치면 곽회와 진태가 포위를 풀 수 밖에 없을 것"" 이라고 말하자, 강유는 동의하고 그렇게 하기로 했다.",옹,very hard
"( 연의 ) 위왕이 된 조조가 보낸 사신이 온주의 귤을 보내달라고 요청했기에, 마흔 개의 짐을 골라 업군으로 보낸 군웅의 이름은?",손권,hard
"( 연의 ) 양서가 천수성에 남아 지키는 동안 마준, 강유, _____, 양건은 성 밖에서 매복하여, 이를 통해 촉군을 총지휘해서 온 제갈량까지 한 번 물러나게 만들었다.",윤상,hard
"( 연의, 사서 공통 ) 유비의 후손인 유순의 형 중 두 번째로 나이가 많은 사람의 이름은?",유요,super hard
"( 연의, 사서 공통 ) 순유의 출신지는 예주 ___군이다.",영천,super hard
"( 연의 ) 반하의 전투에서 조운이 등장한 다음날, 적이 진시부터 사시까지 싸움을 걸어왔으나 군웅인 _____의 군대는 응하지 않았다.",원소,hard
"( 연의 ) 기곡으로 진군하던 진식은 사마의의 지시를 받은 병력들과 전투를 벌였는데, 이 전투에서 수천 명의 병력 손실을 입고 패한 쪽은 ㅁ나라 군대였다.",촉,hard
"( 연의 ) 화웅이 죽은 직후 원술이 화를 내자, 유비, 관우, 장비를 일단 물러가있게 한 뒤 유비, 관우, 장비를 대접해주어 위로한 사람의 이름은?",조조,hard
"( 연의, 사서 공통 ) 정이를 처형시킨 사람의 이름은?",조비,hard
"( 연의 ) 마충에게 잡혀 포로가 된 관우를 아끼는 손권에게, 과거 조조가 관우에게 좋은 대우를 해 주었으나 끝내 마음을 돌리지 못했던 일을 말하며, 관우를 제거해야 한다고 진언한 사람의 이름은?",좌함,very hard
"( 연의 ) 오장원을 지나 촉한군을 추격하던 사마의는, 방향을 바꾸어 달려오는 적군의 가운데에서 바퀴가 ___개 달린 수레 위에 우선을 들고 앉아있는 형상을 보고 크게 놀라 달아났다.",4,very hard
"( 연의 ) 김의는 경기와 위황에게 길목과 _____ 형제를 소개시켜주어, 그들은 함께 조조에 대항하는 반란을 일으켰다.",길막,very hard
"( 연의, 사서 공통 ) 장패의 출신지는 연주 ___군이다.",태산,super hard
"( 연의 ) 장합은 세 개의 영채를 세우고 파서로 공격해갔는데, ㅁㅁ현에서 30리 떨어진 곳에서 장비와 마주치게 되어 전투를 벌였다.",낭중,super hard
"( 연의, 사서 공통 ) 제갈첨의 어머니의 성은 ___씨이다.",황,hard
"( 연의 ) 사신으로 와서 조조를 만나서 이야기를 나누었으나, 기분이 상한 조조가 후당으로 들어가버리자, 먼 데서 온 것을 보아 조조가 목숨을 살려준 것이니 빨리 가라는 말을 들은 사람의 이름은?",장송,very hard
"( 연의 ) 사마의는 ""제갈량의 진법은 휴, 생, 상, 두, 경, 사, 경, 개의 여덟개 문을 배치해 놓은 것이며, 너희가 정동쪽에 있는 ㅁ문으로 쳐들어가서 서남쪽에 있는 휴문으로 나왔다가 다시 정북쪽의 개문으로 쳐들어가면 깨뜨릴 수 있다"" 고 대릉, 장호, 악침에게 말했다.",생,super hard
( 연의 ) 고정과 옹개 사이에 반간계를 쓴 사람의 이름은?,제갈량,hard
"( 연의 ) 사마의는 ""제갈량이 야곡과 ㅁ곡을 통해 나올테니, 당신과 내가 각각 한 곳 씩 맡아서 열흘만 지켜보되, 그 사이에 촉나라 군대가 나타나지 않으면 내 얼굴에 붉은 분을 바르고 여자옷을 입겠다"" 고 조진에게 말했다.",기,very hard
"( 연의 ) 동작대의 준공을 경축하는 자리에서 활쏘기 시합이 열렸는데, 조조는 그 자리에서 머리에 ㅁㅁ을 박은 금관을 쓰고, 녹색 비단으로 만든 옷을 입고, 옥으로 만든 띠를 띠고, 구슬로 만든 신발을 신었다.",보석,super hard
( 연의 ) 우이에서 _____하고 관우는 30합을 겨루었으나 승부를 내지 못했다.,기령,hard
"( 연의 ) 사마의는 제갈량이 ㅁㅁ원에 주둔하고 있다는 정보를 듣자, ""굳게 지키고 싸우러 나가지 않고 기다리다보면 적에게 변고가 생길 것"" 이라고 말했다.",오장,hard
"( 연의 ) 사마의가 이미 농상에 와 있다는 것을 안 제갈량은, 위연에게 사륜거 ___대와 사륜거를 지킬 천 명의 병력과 북을 칠 오백 명의 병력을 주어 상규의 오른쪽에 매복하게 했다.",1,very hard
"( 연의, 사서 공통 ) 등애와 종회가 촉한을 공격했을 때, 촉한이 위나라의 공격을 받고 있음을 알게 되자 정봉과 정봉과 손이에게 병력을 주어 보낸 사람의 이름은?",손휴,very hard
"( 연의, 사서 공통 ) 하후돈은 ___살이었을 때 자신의 스승을 모욕한 사람을 죽였다.",14,super hard
"( 연의 ) 왕윤이 수선대를 준비했다는 말을 들은 동탁이 입궐할 때, 이각, 장제, 번조와 함께 미오를 지키던 동탁군 무장의 이름은?",곽사,hard
"( 연의 ) 십상시의 난 이후 동탁이 낙양에 입성하자, ㅁㅁ교위 포신은 ""동탁을 습격하여 제거해야 한다"" 고 원소와 왕윤에게 권했지만, 받아들여지지 않자 태산으로 돌아갔다.",후군,super hard
"( 연의 ) 상방곡에서 화공이 시작되고 지뢰가 터지자, 사마의는 두 ㅁㅁ하고 끌어안고는 ""우리가 여기서 죽는구나"" 라며 통곡했다.",아들,hard
( 사서 ) 우중랑장에 임명되어 황건적 토벌에 나선 사람의 이름은?,주준,very hard
"( 연의, 사서 공통 ) 주부 양옹은 ""나라를 다스리는 일에는 법도가 있어 상하가 침범하지 말아야 하며, 한나라의 승상인 병길과 진평은 직책 분담에 통달했는데, 당신은 너무 과중한 업무를 하고 있으니 작은 일까지는 직접 살피지 말라"" 고 _____에게 충고했다.",제갈량,very hard
"( 연의, 사서 공통 ) 조조의 사인은 ㅁ사였다.",병,hard
"( 연의 ) 동승, 왕자복, 오자란, 충집, 오석, 마등, 길평과 함께 조조를 죽이는 계획에 가담하여 의장에 이름을 올린 사람의 이름은?",유비,medium
"( 연의, 사서 공통 ) 조조의 부하로, 연주에서 여포와 싸울 때 활약했고, 장수와 조조가 싸울 때 약탈을 하는 청주병을 토벌한 일도 있었으나, 번성의 싸움에서 수몰되어 관우에게 항복했다가, 위나라로 돌아와서는 조비에게 조롱당하여 화가 나서 죽은 장수의 이름은?",우금,medium
"( 연의, 사서 공통 ) 조조는 죽을 때 한국식 나이로 ___세였다.",66,super hard
"( 연의 ) 냉포는 사로잡혀있다가 _____에게 항복을 권유받자, 낙성의 동료 장수들까지 항복하도록 설득하겠다고 말하여, 낙성으로 돌아가게 되었다.",유비,hard
"( 연의 ) 동승의 조조 주살 모의에 가담하기로 한 유비는 조조의 초대를 받았는데, 가보니 그곳에 나무열매가 있었으며, 그 열매의 이름은 ㅁㅁ이었다.",매실,very hard
"( 연의 ) 어복포의 석진에서 빠져나온 뒤, 황승언에게 감사를 표한 사람의 이름은?",육손,hard
"( 연의, 사서 공통 ) 장임의 출신주는 ㅁㅁ이다.",익주,very hard
"( 연의, 사서 공통 ) 동궐의 출신지는 형주 ___군이다.",남양,super hard
"( 연의 ) 맥성을 포위한 여몽은, 손권에게 ""_____에게 날개가 있더라도 빠져나갈 수 없다"" 고 말했다.",관우,hard
"( 연의 ) 하진이 환관들에 의해 죽자 원소, 조조, 오광, 원술 등이 궁궐로 진입하여 환관들을 죽였는데, 십상시들 중 조충, 정광, _____, 곽승은 쫓기다가 취화루 앞에서 죽었다.",하운,very hard
"( 연의, 사서 공통 ) 곽준의 출신지는 형주 ___군이다.",남,super hard
"( 연의, 사서 공통 ) 손침이 새로 세운 황제의 이름은?",손휴,hard
"( 연의 ) 한중의 전투 중에, 조조가 양평관까지 후퇴하자 유비군이 쫓아와서는 양평관의 사방에서 소란을 피웠는데, 이때 유비군이 함성을 지른 곳은 ㅁ문이었다.",서,super hard
"( 연의 ) 손환이 의도에서 유비군과 싸운 첫 날, 장포와 30여 합을 겨루던 사정이 달아나는 것을 보자, 나서서 장포와 20여 합을 겨룬 장수의 이름은?",이이,very hard
"( 연의 ) 손견이 유표를 공격할 때, 같이 출진한 손견의 아들의 이름은?",손책,medium
"( 연의 ) 등지가 오나라의 사신 _____하고 함께 왔다는 보고를 받은 유선은 연회를 베풀어 오나라의 사신을 대접해 주었으며, 다음날에는 제갈량이 연회를 열어주었다.",장온,very hard
"( 연의 ) 진량이 추격을 멈추자, 앞쪽에서는 _____하고 오의가, 뒤쪽에서는 관흥과 요화가 공격해와서, 진량과 그의 병력은 빠져나갈 곳이 없었다.",오반,very hard
"( 연의, 사서 공통 ) 십상시의 수장으로, 영제가 그를 아버지라고 부를 정도였으며, 하진을 속여 살해하였으나 그 부하들의 공격을 받아 혼란한 와중에, 달아나다가 민공의 추격을 받자 강에 뛰어들어 죽은 환관의 이름은?",장양,hard
"( 연의, 사서 공통 ) 순욱을 만나보고 ""나의 장자방이다"" 라며 높게 평가한 사람의 이름은?",조조,hard
"( 연의 ) ""유협을 황제로 세우려면 하진을 제거해야 한다"" 는 건석의 말을 듣고 옳다고 여겨, 하진을 궁 안으로 부른 사람의 이름은?",유굉,very hard
"( 연의 ) 주유는 ""서천을 빼앗아 유비에게 주고 형주를 돌려받겠다"" 는 명분으로 형주에 들어가서는, ""군사들을 위로하기 위해 나온 _____의 목숨을 빼앗고 형주를 얻는 계책"" 을 실행했지만 간파당해 실패했다.",유비,hard
"( 연의 ) 유비가 처음 만난 관우는 ㅁㅁ이 두 자 정도로 길고 얼굴색은 검붉은 대추 같고, 입술은 연지를 바른 듯 붉었으며, 봉의 붉은 눈과 잠자는 누에 같은 눈썹을 하고 있었다.",수염,medium
"( 연의, 사서 공통 ) 손량은 ___세 였을 때 손침을 숙청하려고 시도했지만 실패했다.",17,super hard
( 연의 ) 왕관과 함께 항복해 온 2천의 병력에게 군량 호송 부대의 깃발을 가지고 진군하게 한 사람의 이름은?,강유,super hard
"( 연의 ) 여몽은 병을 핑계로 건업으로 돌아와서는, 자신의 후임이 되어 육구를 지키는 임무를 _____에게 맡기라고 손권에게 추천했다.",육손,hard
"( 연의, 사서 공통 ) 동초를 죽인 사람의 이름은?",방덕,very hard
"( 연의 ) 유수구에서 감녕이 100명으로 야습을 성공시킨 다음날 조조군이 싸움을 걸어오자, 능통은 악진과 겨루다가 위기에 처했는데, 감녕이 쏜 화살이 악진의 얼굴에 맞아 위기에서 벗어나, 영채로 돌아와 먼저 _____에게 절하며 고마움을 나타냈다.",손권,very hard
"( 연의 ) 손견이 화를 내며 공격해오자 유표는 물러났는데, 얼마 지나지 않아 매복해 있었던 유표의 병력이 나타나고 뒤에서는 _____하고 채모가 나타나, 추격하던 손견은 포위되었다.",괴월,very hard
"( 연의, 사서 공통 ) 진번의 출신주는 ㅁㅁ이다.",예주,super hard
"( 연의 ) 마초와 조조가 처음 마주친 전투에서 이통이 죽자 달아나던 조조는, 서량의 병사들이 ""붉은 전포를 입은 놈이 조조"" 라고 외치는 소리를 듣고는 전포를 벗어던졌는데, 그러자 서량의 병사들이 ""ㅁㅁ이 긴 놈이 조조"" 라고 병사들이 외치는 소리를 들었다.",수염,hard
"( 연의 ) 여남에서 유비를 몰아낸 조조가 다시 원소를 공격해오자, 원상은 군사를 이끌고 나아가 ___현에서 조조군을 요격하였으나 패배하였다.",여양,hard
"( 연의 ) 등애는 제갈서에게 강유의 퇴로를 끊게 하고, 천수태수 왕기에게는 답중의 좌측을 치게 하고, 견홍에게는 우측을 치게 하고, 금성ㅁㅁ 양흔에게는 강유의 뒤쪽을 맡겼다.",태수,very hard
"( 연의, 사서 공통 ) 제갈량이 마속과 함께 시도한 위나라 정벌이 실패했을 때, 천수군, ___군, 남안군을 되찾은 공은 조진의 것이 되었다.",안정,very hard
"( 사서 ) 조인이 형주에서 조조를 보러 왔을 때, 조조가 아직 전각에서 나오지 않자, 우선 자신과 대화하려는 조인이 예를 갖추었음에도 불구하고 조조가 곧 나온다는 말만 남기고 들어가버린 장수의 이름은?",허저,very hard
"( 연의 ) 제갈량은 장수들의 질문에 ""기산은 장안의 머리이며, 농ㅁ의 여러 군에서 장안으로 가려면 꼭 거쳐야 하는데다가, 앞은 위수 가이고 뒤는 야곡이라 복병을 쓰기도 좋으니, 이곳을 점령하여 지리적 이점을 얻으려 한다"" 고 대답했다.",서,very hard
"( 연의, 사서 공통 ) 도겸의 부하로, 도겸이 죽은 이후에는 유비의 부하가 되지만, 유비가 원술과 싸우는 동안 여포를 끌어들여 여포가 유비의 근거지를 빼앗을 수 있게 한 사람의 이름은?",조표,medium
( 연의 ) 오장원에서 오나라의 철수 소식을 듣고 쓰러진 사람의 이름은?,제갈량,medium
"( 연의 ) 위연이 황금 투구를 가지고 와서 욕을 퍼부으며 싸움을 걸자 장수들이 화를 내며 나가 싸우려고 했는데, 사마의는 ""작은 일을 참지 못하면 큰 일을 그르친다"" 는 ___자의 말을 인용하며 장수들을 말렸다.",공,super hard
"( 연의, 사서 공통 ) 양부의 자는 ㅁㅁ이다.",의산,very hard
"( 연의 ) 조조에게 글을 받은 하후연이 직접 싸우러나가서 황충을 사로잡겠다고 말하자, 장합은 ""황충은 지모와 용맹을 겸비한데다가 _____까지 돕고 있으니 가볍게 대적하지 말고 험준한 산에 의지하여 지켜야 한다"" 며 반대했다.",법정,hard
( 연의 ) 위연을 칼로 베어 죽인 사람의 이름은?,마대,medium
"( 연의 ) 손권이 적벽의 전투 직후 합비를 공격했을 때, 태사자는 자신의 부하인 과정을 합비성 안에 숨어들어가게 했는데, 장료 밑에서 일하는 마굿간지기와 과정은 ㅁㅁ관계였다.",형제,very hard
"( 연의 ) 유기가 죽자 문상을 온 노숙은 형주를 돌려달라고 말했고, 제갈량은 ""유비가 ㅁㅁ을 얻으면 그 때 돌려주겠다"" 고 대답하여 노숙은 그 약속을 받고 돌아갔다.",서천,hard
"( 연의, 사서 공통 ) 장로의 항복을 받고 한중을 점령한 조조가 유수구로 쳐들어오자, 감녕은 100 명의 군사들로 야습을 하고는 무사히 돌아왔는데, 손권은 감녕을 칭찬하면서 비단 1000필과 칼 ___자루를 내려주었다.",100,very hard
"( 연의 ) 황건적의 난 도중, ""_____도 잡혀간 상황이니, 일단 탁군으로 가자"" 는 관우의 말을 들은 유비는, 그 말에 따라 병력을 이끌고 북쪽으로 이동하기 시작했다.",노식,hard
"( 연의 ) 도원결의를 한 세 사람이 500여명의 용사를 모아서 가자, 안내하여 유주태수 유언을 만나보게 해 준 교위의 이름은?",추정,hard
"( 연의, 사서 공통 ) 어떤 자가 후성의 ㅁ 15마리를 훔쳐 유비에게 내어주고 항복하려고 했지만, 후성이 추격을 해서 그를 죽이고 되찾아왔다.",말,hard
"( 연의, 사서 공통 ) 연호를 영안으로 바꾼 황제의 이름은?",손휴,super hard
"( 연의, 사서 공통 ) 등애는 ""산 위에 물이 있는 것을 건이라 하는데, _____의 말씀에 따르면 서남에 유리하니 그리 가면 공을 세울 것이나 동북에 불리하니 길이 막혀있다 했으며, 당신은 이번에 가면 촉나라를 이기겠지만 돌아오지 못할 것"" 이라는 해몽을 듣자 기분이 좋지 않았다.",공구,super hard
"( 연의, 사서 공통 ) 시호가 순평후였던, 촉한의 신하의 이름은?",조운,very hard
"( 연의 ) 가맹관에서 장비와 일대일로 겨루었으나, 승부를 내지 못한 장수의 이름은?",마초,medium
"( 연의 ) 조조가 죽었을 때, 진교와 사마부는 조비에게 위왕으로 즉위하도록 권하고 있었는데, 이때 허도에서 출발해서 막 도착한 다음 ""왜 빨리 조비에게 왕위를 잇게 하지 않느냐"" 고 물은 사람의 이름은?",화흠,very hard
"( 연의 ) 하후돈은 조조에게 전위를 천거하면서, ""전위는 두 개의 철극을 사용하는데 그 무게가 ___근이 나간다"" 고 말했다.",80,super hard
"( 연의, 사서 공통 ) 유비의 아들이자 유선의 동생이며 유리의 형으로, 유비가 임종할 때 그 자리를 지킨 사람의 이름은?",유영,very hard
"( 연의, 사서 공통 ) 사마사가 죽은 뒤, 강유는 정서대장군 _____의 반대에도 불구하고 그와 함께 위나라 정벌에 나섰다.",장익,very hard
"( 연의 ) ""살아서 촉의 신하가 되었으니, 죽어서도 촉의 귀신이 되겠다"" 고 말하고 싸우다가 자결한 사람의 이름은?",부첨,super hard
( 연의 ) 손견은 달아나면서 화살을 ___ 번 쏘았으나 화웅이 모두 피했다.,2,super hard
"( 사서 ) 조조가 한중의 장로를 정벌하려 하자, 위협을 느끼고 연합하여 조조를 공격한 관중의 열 군벌은 마초, 한수, 마완, 성의, 양추, 양흥, 이감, 장횡, _____, 후선이다.",정은,very hard
"( 연의 ) ""누가 나를 죽일 수 있느냐"" 는 말을 세 번 외치면 한중의 성들을 넘겨주겠다는 양의의 말을 들은 위연은 ""_____도 없는 지금 나를 대적할 자는 없으니, 세 번이 아니고 더 많이 외칠 수도 있다"" 고 대꾸했다.",제갈량,medium
"( 연의, 사서 공통 ) 조조가 원상을 공격하려 하자, 원상은 윤해를 ___성에 주둔하도록 하며, 상당을 통해 군량을 수송하도록 하였고, 저곡에게 한단을 지키도록 하였다.",모,very hard
"( 연의, 사서 공통 ) 위연은 ㅁㅁ에 뿔이 생기는 꿈을 꾸었다.",머리,very hard
"( 연의, 사서 공통 ) 황제가 된 유비가 동오를 정벌하려 하자, 조운은 반대하며 ""ㅁ나라를 두고 오나라와 싸우면 안 되며, 한 번 교전을 하게 되면 갑자기 그만둘 수는 없다"" 고 말했다.",위,hard
"( 연의 ) 장보가 고승을 내보내어 싸우게 하자, 장비를 내보내어 싸우게 한 사람의 이름은?",유비,hard
"( 연의, 사서 공통 ) 순욱에 의하여, 안량과 더불어 필부의 용맹을 가지고 있을 뿐이라는 평가를 받은 원소의 부하의 이름은?",문추,hard
( 사서 ) 동탁 암살에 가담한 이숙은 병주 ___군 사람이다.,오원,super hard
"( 연의, 사서 공통 ) 조창은 건안 ___년에 대군에서 오환족이 일으킨 모반을 진압했다.",23,super hard
"( 연의 ) 유비는 유장의 항복을 받고 촉을 평정했을 때, _____에게 진원장군의 관직을 내렸다.",조운,super hard
"( 연의 ) 조조는 여포를 죽이고 허도로 돌아온 후, 헌제와 유비와 함께 ㅁㅁ을 나섰다.",사냥,hard
"( 연의 ) 제갈량이 마속과 함께 기산으로 진출하여 위나라를 공격했을 때, 곽회는 ㅁ정후였다.",사,super hard
( 연의 ) 동탁은 미오에 ___년치 식량을 비축했다.,20,very hard
( 연의 ) _____하고 참군 윤직은 독립하려는 공손연을 만류했지만 실패했다.,가범,very hard
"( 연의 ) _____하고 동초는 출진을 앞둔 우금을 만나서, 방덕을 믿을 수 없다는 의견을 내보였다.",동형,very hard
"( 연의 ) 맹광과 내민을 함께 좨주로 임명한, 촉한의 신하의 이름은?",제갈량,hard
"( 연의, 사서 공통 ) 헌제가 이각의 명령을 받은 수백 명의 병사들의 호위를 받으며 다리를 건너려 하는데, _____의 병력 수백 명이 다리를 막자, 시중 양기가 수레를 가리던 것을 들어올려 헌제의 얼굴을 확인시켜주어 지나갈 수 있었다.",곽사,very hard
"( 연의 ) 사마의는 ""제갈량의 진법은 휴, 생, ㅁ, 두, 경, 사, 경, 개의 여덟개 문을 배치해 놓은 것이며, 너희가 정동쪽에 있는 생문으로 쳐들어가서 서남쪽에 있는 휴문으로 나왔다가 다시 정북쪽의 개문으로 쳐들어가면 깨뜨릴 수 있다"" 고 대릉, 장호, 악침에게 말했다.",상,very hard
"( 연의 ) 조조가 죽자, 화흠은 조비를 위왕으로 임명하는 문서를 _____에게 쓰도록 했다.",유협,hard
"( 연의, 사서 공통 ) 십상시의 난이 발발할 무렵, 동탁은 ㅁ향후에 봉해져 있었다.",태,super hard
"( 연의, 사서 공통 ) 유비는 _____현에 있던 승상 제갈량을 영안궁으로 불러, 자신의 유언을 듣도록 했다.",성도,hard
